CATEGORY,BRAND NAME,SALT / COMPOSITION,DETAILS / USAGE,ORIGINAL NAME,Category,Usage
MEDICINES (General),GLYCIPHAGE 500,,General,GLYCIPHAGE 500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),GLYCIPHAGE SR-All,,G,GLYCIPHAGE SR-All,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),GLYKIND-M,,G,GLYKIND-M,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),GOLDCAL-MAX,,G,GOLDCAL-MAX,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),GUDCEF PLUS 200,,G,GUDCEF PLUS 200,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),GUDCEF-CV 200,,G,GUDCEF-CV 200,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Gabaclix-M,,General,Gabaclix-M,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Gabanyl-NT 100,,General,Gabanyl-NT 100,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Gatiquin-P Eye Drops,,Drops/Ointment,Gatiquin-P Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Gem K 7,,General,Gem K 7,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Gemer P1/P2,,G,Gemer P1/P2,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Gemkem K2-7,,General,Gemkem K2-7,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Gemsoline,,General,Gemsoline,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Glasco Capsules,,General,Glasco Capsules,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Glimestar M2/1/MV2/PM2,,G,Glimestar M2/1/MV2/PM2,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Glucon-D,Nimbu Pani,General,Glucon-D (Nimbu Pani),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Glucon-D,Regular,General,Glucon-D (Regular),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Glucon-D Nimbu Pani,,General,Glucon-D Nimbu Pani,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Glucon-D Regular,,General,Glucon-D Regular,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Gluconorm SR 500/850/1g,,G,Gluconorm SR 500/850/1g,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Glycomet GP-1 /Forte,All,G,Glycomet GP-1 (All)/Forte,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Godrej aer power pocket,,Household & Hygiene,Godrej aer power pocket,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Godrej aer power pocket,Lemon Tangy Delight,Household,Godrej aer power pocket (Lemon Tangy Delight),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),H,,Health Ok Sachet,H,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),HATRIC-3,,H,HATRIC-3,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),HCQS,All,H,HCQS (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),HEADSET,,H,HEADSET,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),HIQUE-10,,General,HIQUE-10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),HISUND3,,General,HISUND3,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),HOPACE-5,,H,HOPACE-5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Hair Shield Anti Lice Wash,,Hair Care,Hair Shield Anti Lice Wash,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Hansaplast,,General,Hansaplast,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Hansaplast Washproof Plasters,,General,Hansaplast Washproof Plasters,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Hansaplast Washproof Strips,,First Aid,Hansaplast Washproof Strips,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Helta rab,,General,Helta rab,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Hemostatic Tablet,,Tranofresh 500 Tablet,Hemostatic Tablet,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Hetrazan 100,,H,Hetrazan 100,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Hicope Drops,,Drops,Hicope Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Hit,Black,General,Hit (Black),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Hit,Red,General,Hit (Red),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Homeopathic,,Calcarea phosphorica 6X (SBL),Homeopathic,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Homeopathic,,Calcarea phosphorica 6X (Dr. Reckeweg),Homeopathic,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Homide Eye Drop,,Drops/Ointment,Homide Eye Drop,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Hylo Soft Eye Drops,,Drops/Ointment,Hylo Soft Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),I-KNOW,,I,I-KNOW,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),I-PILL,,I,I-PILL,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),IAL-10,,I,IAL-10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),IMOL PLUS,,I,IMOL PLUS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),INTIMACY PLUS-2,,I,INTIMACY PLUS-2,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ISTAMET,,I,ISTAMET,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ISTAVEL 50,,I,ISTAVEL 50,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),IT-MAC 100,,I,IT-MAC 100,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ITONE Eye Drops,,Eye/Ear Drops,ITONE Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ibugesic Plus,,I,Ibugesic Plus,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Indulekha Bringha Hair Oil,,Hair Care,Indulekha Bringha Hair Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Instant Hand Sanitizer,,Household & Hygiene,Instant Hand Sanitizer,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Iodex Ointment,,Pain Relief & Balms,Iodex Ointment,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Isotine Eye Drop,,Eye/Ear Drops,Isotine Eye Drop,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Istamet 50mg/500mg,,J,Istamet 50mg/500mg,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ivermectin 12,,General,Ivermectin 12,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ivermectin 6,,General,Ivermectin 6,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Janumet 500/50,,J,Janumet 500/50,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),JointWeld K27,,General,JointWeld K27,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),K-BIND Sachet,,K,K-BIND Sachet,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),KENACORT 0.1% Buccal Paste,,General,KENACORT 0.1% Buccal Paste,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),KETROL-DT,,General,KETROL-DT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),KETROL-DT,,K,KETROL-DT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),KOZICARE,,General,KOZICARE,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Kasvol Plus,,K,Kasvol Plus,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ketomac,,General,Ketomac,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ketoscalp,,General,Ketoscalp,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ketoscore CT,,General,Ketoscore CT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),KetroJil DT,,General,KetroJil DT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Khatnil,,General,Khatnil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),KitKat,,General,KitKat,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Kozicare,,General,Kozicare,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),L-Cin 500,,L,L-Cin 500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),LANZOL,All,L,LANZOL (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),LARIAGO,All,L,LARIAGO (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),LASIX,,L,LASIX,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),LCZ 10/5,,L,LCZ 10/5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),LECOPE-M,,L,LECOPE-M,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),LEE DOTT,,General,LEE DOTT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),LIPIKIND All,,L,LIPIKIND All,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),LQuin 500,,Antibiotic,LQuin 500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),LYCORIFT,,General,LYCORIFT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Lasilactone-50,,L,Lasilactone-50,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Leezole-VG,,General,Leezole-VG,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Lesuride Tab,,L,Lesuride Tab,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Levera-500,,Anti-epileptic,Levera-500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Levera-500,,L,Levera-500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Levera-750,,L,Levera-750,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Levocetirizine,Olcet-L,General,Levocetirizine (Olcet-L),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Levoflox-500,,L,Levoflox-500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Levoflox-750,,L,Levoflox-750,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Levolin Respules 0.31 mg,Cipla,Respules / Inhalation,Levolin Respules 0.31 mg (Cipla),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Lifree,,General,Lifree,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Lifree All Night Absorb Pants,Size L,Adult Care,Lifree All Night Absorb Pants (Size L),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Lifree All Night Absorb Pants,Size XL,Adult Care,Lifree All Night Absorb Pants (Size XL),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Limcee,,General,Limcee,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Linezolid-600,,General,Linezolid-600,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Lipvas 20,,General,Lipvas 20,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Lipvas 40,,General,Lipvas 40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Liril,,General,Liril,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Listerine Mouthwash,Cavity Fighter,Oral Care,Listerine Mouthwash (Cavity Fighter),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Livogen-Z,,L,Livogen-Z,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Livon,,General,Livon,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Lizoforce-600,,L,Lizoforce-600,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Losar 50/25,,L,Losar 50/25,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Lotus Herbals Product,,Skincare & Cosmetics,Lotus Herbals Product,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Lulimazole-V6,,General,Lulimazole-V6,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Lumivab Eye Drops,,Eye/Ear Drops,Lumivab Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),M2-Tone,,M,M2-Tone,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MAHACEF 200/PLUS,,M,MAHACEF 200/PLUS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MECOFOL-PLUS NF,,General,MECOFOL-PLUS NF,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MEFKIND FORTE,,M,MEFKIND FORTE,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MEFTAL-P/Forte/SPAS/250 DT,,M,MEFTAL-P/Forte/SPAS/250 DT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MEGA PEN-KID,,M,MEGA PEN-KID,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MELMET 500,,M,MELMET 500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MET XL 12.5/25,,M,MET XL 12.5/25,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),METROGYL-1/All,,M,METROGYL-1/All,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MINIMAC-QD,,General,MINIMAC-QD,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MIRTAZ-15,,M,MIRTAZ-15,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MONTEWOK-LC,,General,MONTEWOK-LC,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MONTILOPE,,M,MONTILOPE,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MONTINA-L,,M,MONTINA-L,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MOVICOL SACHET,,M,MOVICOL SACHET,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MOX,,M,MOX,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MOXIKIND,All,M,MOXIKIND (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),MUCINAC-600,,M,MUCINAC-600,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Macbery Drops,,Drops,Macbery Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Macfur-100,,M,Macfur-100,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Macsart 20/40,,M,Macsart 20/40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mahacal D3,,General,Mahacal D3,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mahagesic-TH4 PLUS,,Pain Relief/Muscle Relaxant,Mahagesic-TH4 PLUS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mahagesic-TH8 PLUS,,Pain Relief/Muscle Relaxant,Mahagesic-TH8 PLUS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mahazin-AM,,General,Mahazin-AM,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mamaearth,,General,Mamaearth,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mamaearth Onion Hair Oil,,Hair Care,Mamaearth Onion Hair Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Margo,,General,Margo,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Matilda ER,,M,Matilda ER,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Maximizin-625 Duo,,General,Maximizin-625 Duo,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Maxirich,,General,Maxirich,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Maxtra Drops,,Drops,Maxtra Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mecofol,,General,Mecofol,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mecofol-OD,,General,Mecofol-OD,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mederma,,General,Mederma,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mediker Anti-Lice Treatment,,Hair Care,Mediker Anti-Lice Treatment,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Medimix,,General,Medimix,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Medrol,All,M,Medrol (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Meftal-Spas Drops,,Drops,Meftal-Spas Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Metalar-25/XR-25,,M,Metalar-25/XR-25,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Metalar-50,,M,Metalar-50,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Metformin Hydrochloride,,General,Metformin Hydrochloride,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mezol Eye Drops,,Drops/Ointment,Mezol Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mezorays Multivitamin Men 18+,,Health Supplements,Mezorays Multivitamin Men 18+,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mico PLUS,,General,Mico PLUS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Minolast-FX,,General,Minolast-FX,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Misocheck-Kit,,Gynecological,Misocheck-Kit,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Misoprost-200,,M,Misoprost-200,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Miss Me Tadalafil Tablets LP,,General,Miss Me Tadalafil Tablets LP,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Moclox 250,,M,Moclox 250,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Monocef-O 200/100,,M,Monocef-O 200/100,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Montair FX,,M,Montair FX,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Montair-10,,M,Montair-10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Montair-5mg,,M,Montair-5mg,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Montair-LC/Kid,,M,Montair-LC/Kid,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Montas-FX,,General,Montas-FX,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Montas-L,,General,Montas-L,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Montek LC,,M,Montek LC,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Montikast LC Tablets,,General,Montikast LC Tablets,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mouth Ulcer Treatment,,Orasore Mouth Ulcer Tablet,Mouth Ulcer Treatment,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Moxicip,,M,Moxicip,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Moxicip D Eye Drops,,Drops/Ointment,Moxicip D Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Moxifloxacin Eye Drops IP,,Eye/Ear Drops,Moxifloxacin Eye Drops IP,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Moxiford Eye Drops,,Eye/Ear Drops,Moxiford Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Moxiford-D Eye Drops,,Eye/Ear Drops,Moxiford-D Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mucend 600,,General,Mucend 600,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mucolite Drops,,Drops,Mucolite Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mugli Ghutti 555,,General,Mugli Ghutti 555,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Multani Pachmeena Tonic,,General,Multani Pachmeena Tonic,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Mycoderm,,General,Mycoderm,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Myreni-150,,Antacid,Myreni-150,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NAXDOM,All,N,NAXDOM (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NEERI-Tab,,N,NEERI-Tab,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NINSAID-P,,N,NINSAID-P,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NISE,,N,NISE,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NORFLOX,All,N,NORFLOX (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NORLUT-N,,General,NORLUT-N,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NORMAXIN-RT,,N,NORMAXIN-RT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NOVAMOX,All,N,NOVAMOX (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NUCORT-M16,,N,NUCORT-M16,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NUFORCE-150,,N,NUFORCE-150,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NUM-M,,N,NUM-M,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NUROKIND /Sachet,All,N,NUROKIND (All)/Sachet,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),NUTRINOL-4G,,General,NUTRINOL-4G,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Naprosyn 500+,,N,Naprosyn 500+,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nasivion Adult Nasal Drops,Classic,General,Nasivion Adult Nasal Drops (Classic),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nat Habit,,General,Nat Habit,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nat Habit Products,,General,Nat Habit Products,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nebicard 2.5/5,,N,Nebicard 2.5/5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nebilong-Am,,N,Nebilong-Am,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nebistar-SA,,N,Nebistar-SA,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Neeri KFT,,General,Neeri KFT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Neopeptine Drops,,Drops,Neopeptine Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Neurobion Forte,,Vitamins/Supplements,Neurobion Forte,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nexito 10,,N,Nexito 10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nexito 5,,N,Nexito 5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nexito Plus,,N,Nexito Plus,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nihar Naturals Hair Oil,,Hair Care,Nihar Naturals Hair Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nimfresh-P,,General,Nimfresh-P,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nitrokind,,Tablets/Capsules,Nitrokind,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nodosis-DS,,N,Nodosis-DS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nucoxia 120,,N,Nucoxia 120,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nucoxia 60,,N,Nucoxia 60,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nucoxia 90,,N,Nucoxia 90,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nucoxia MR,,N,Nucoxia MR,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nucoxia SP,,N,Nucoxia SP,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nurotime-LC,,General,Nurotime-LC,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nutrolin-B Plus,,N,Nutrolin-B Plus,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Nycil,,General,Nycil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),O2,,O,O2,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),O2OMET-PG1,,O,O2OMET-PG1,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),OFLOX-200,,O,OFLOX-200,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),OFLOX-OZ,,O,OFLOX-OZ,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),OLTEF-NZ,,General,OLTEF-NZ,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),OMEZ,,O,OMEZ,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),OMEZ-D,,O,OMEZ-D,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ONDEM,,O,ONDEM,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),OSIL PLUS,,O,OSIL PLUS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),OTC Medicines/Digestion,,Eno Lemon Flavour (Box & Sachets),OTC Medicines/Digestion,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ocid 20,,O,Ocid 20,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Oclar 500,,Antibiotic,Oclar 500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ocupol Dx Eye Ointment,,Drops/Ointment,Ocupol Dx Eye Ointment,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ocupol Eye Ointment,,Drops/Ointment,Ocupol Eye Ointment,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Odomos,,General,Odomos,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Odonil Air Freshener Blocks,,Household & Hygiene,Odonil Air Freshener Blocks,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Oflox Eye/Ear Drops,,Drops/Ointment,Oflox Eye/Ear Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Okacet-L,,General,Okacet-L,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Olmat-20,,O,Olmat-20,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Olmesar H,,O,Olmesar H,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Olmetime-Am-20,,O,Olmetime-Am-20,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Omega 369,,General,Omega 369,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Omnacortil,All,O,Omnacortil (All),General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Oneclav-625,,General,Oneclav-625,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Oral-B,,General,Oral-B,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Organic India Assam Black Tea,,General,Organic India Assam Black Tea,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ornithine,,General,Ornithine,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Orofer XT Drops,,Drops,Orofer XT Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Orofer-X,,General,Orofer-X,General Medicine,Used as directed by a registered medical practitioner.
