CATEGORY,BRAND NAME,SALT / COMPOSITION,DETAILS / USAGE,ORIGINAL NAME,Category,Usage
MEDICINES (General),Ortho-XR Migraine Roll On,,Pain Relief,Ortho-XR Migraine Roll On,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Otek-AC Neo Ear Drops,,Drops/Ointment,Otek-AC Neo Ear Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Otocin-C Eye/Ear Drops,,Drops/Ointment,Otocin-C Eye/Ear Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Otomis Eye Drops,,Eye/Ear Drops,Otomis Eye Drops,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Otrivin Paediatric Oxy,,General,Otrivin Paediatric Oxy,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ovaral-L/G,,O,Ovaral-L/G,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Oxalgin-DP,,O,Oxalgin-DP,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),P102-15,,General,P102-15,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PAN-40,,General,PAN-40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PAN-D,,General,PAN-D,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PANTOCID-40,,General,PANTOCID-40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PANTOCID-DSR,,General,PANTOCID-DSR,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PANTOCID-IT,,General,PANTOCID-IT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PANTOLUP DSR Capsules,,General,PANTOLUP DSR Capsules,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PANTOP-40,,General,PANTOP-40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PANTOP-D,,General,PANTOP-D,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PANTOP-DSR,,General,PANTOP-DSR,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PETRIL-MD,,General,PETRIL-MD,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PEXEP CR-12.5,,General,PEXEP CR-12.5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PLACIDA,,General,PLACIDA,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PREDMET,,General,PREDMET,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PRIMOSA,,General,PRIMOSA,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),PYZINA 500,,General,PYZINA 500,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pacitane,,General,Pacitane,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pain Relief,,Aceclotech Plus (Aceclofenac & Paracetamol),Pain Relief,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pain Relief Tablet,,Naproxen Sodium 275 mg Tablet,Pain Relief Tablet,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pain Relief/NSAID,,Naprostrong-D 250 (Naproxen Sodium & Domperidone),Pain Relief/NSAID,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pain Relief/NSAID,,Diclofenac Tablets,Pain Relief/NSAID,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pant-40,,General,Pant-40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pant-D,,General,Pant-D,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pantocid-40,,General,Pantocid-40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pantocid-DSR,,General,Pantocid-DSR,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pantolup DSR Capsule,,Antacid / Gastro,Pantolup DSR Capsule,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pantop-D,,General,Pantop-D,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pantop-DSR,,General,Pantop-DSR,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Parachute 100% Pure Coconut Oil,,General,Parachute 100% Pure Coconut Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Parachute Advansed Aloe Vera Enriched Coconut Hair Oil,,Hair Care,Parachute Advansed Aloe Vera Enriched Coconut Hair Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Parachute Advansed Aloe Vera Enriched Coconut Hair Oil,,General,Parachute Advansed Aloe Vera Enriched Coconut Hair Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Parachute Advansed Jasmine Hair Oil,,Hair Care,Parachute Advansed Jasmine Hair Oil,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pass Pass / Mola Candies,,Confectionery,Pass Pass / Mola Candies,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pee-Biotic,,General,Pee-Biotic,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pepsodent Germicheck,,Dental Care,Pepsodent Germicheck,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Perinorm,,General,Perinorm,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pet Saffa Natural Laxative Granules,,General,Pet Saffa Natural Laxative Granules,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pet Saffa Natural Laxative Tablets,,General,Pet Saffa Natural Laxative Tablets,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Phostat,,General,Phostat,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Play with Boost Capsules,,Health Supplements,Play with Boost Capsules,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pond's,,General,Pond's,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Practin,,General,Practin,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Prega News Pregnancy Test Kit,,Diagnostic Kit,Prega News Pregnancy Test Kit,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pregaba-D 50/20,,General,Pregaba-D 50/20,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pregaba-M 75,,General,Pregaba-M 75,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pregabanyl-NT,,General,Pregabanyl-NT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pregabid-50,,General,Pregabid-50,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pregabid-75,,General,Pregabid-75,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pregalin-75,,General,Pregalin-75,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Preganews,,I,Preganews,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Prepo-Biotic,,General,Prepo-Biotic,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Primolut-N,,General,Primolut-N,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Prolyte ORS,,Electrolytes,Prolyte ORS,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pure Sense Berry Blast Body Yogurt,,Skincare & Body Care,Pure Sense Berry Blast Body Yogurt,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pure Sense Deep Moisture Body Butter,,Skincare & Body Care,Pure Sense Deep Moisture Body Butter,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Pyridium-200,,General,Pyridium-200,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Quitnas,,General,Quitnas,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Qutan-100,,General,Qutan-100,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Qutipin-25,,General,Qutipin-25,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),R-B Tone,,General,R-B Tone,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),R-CIN,,General,R-CIN,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),R-CINEX,,General,R-CINEX,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),R-Cin,,General,R-Cin,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),R-Civex,,General,R-Civex,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),R.B Tone,,General,R.B Tone,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),RABEKIND-DSR,,General,RABEKIND-DSR,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),RACIPER 40,,General,RACIPER 40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),RANIDOM,,General,RANIDOM,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),RANTAC,,General,RANTAC,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),RAZEL-A 75,,General,RAZEL-A 75,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),RAZO-D,,General,RAZO-D,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),REBLET-D,,General,REBLET-D,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),REGESTRONE CR,,General,REGESTRONE CR,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),RELENT,,General,RELENT,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),REVITAL,,General,REVITAL,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),RIFA YES-400,,General,RIFA YES-400,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),RIFA YES-550,,General,RIFA YES-550,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),RIFAGUT-400,,General,RIFAGUT-400,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ROSEDAY-10,,General,ROSEDAY-10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ROSUBEST 10,,General,ROSUBEST 10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ROSUBEST 20,,General,ROSUBEST 20,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ROSUBEST 40,,General,ROSUBEST 40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ROSUVAS F-10,,General,ROSUVAS F-10,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),ROZUCOR-5,,General,ROZUCOR-5,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Rabekind-DSR,,General,Rabekind-DSR,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Raciper 40,,General,Raciper 40,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Ranidom,,General,Ranidom,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Rantac,,General,Rantac,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Razel-A 75,,General,Razel-A 75,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Razo-D,,General,Razo-D,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Reblet-D,,General,Reblet-D,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Reclide XR-60,,General,Reclide XR-60,General Medicine,Used as directed by a registered medical practitioner.
MEDICINES (General),Redicle XR 60,,General,Redicle XR 60,General Medicine,Used as directed by a registered medical practitioner.
